victim.orgsize,action,actor,victim.region,victim.industry.name,attribute,incident,IDnum
small,social,external,lac,transportation,a,F,1715
small,social,partner,lac,construction,i,F,1716
small,error,internal,emea,accommodation,c,T,1717
large,unknown,external,na,retail,c,T,1718
small,error,internal,na,educational,c,T,1719
unknown,hacking,internal,na,construction,c,F,1720
large,social,internal,apac,realestate,c,F,1721
small,misuse,partner,na,healthcare,a,F,1722
small,hacking,external,global,information,c,T,1723
small,error,partner,na,professional,c,T,1724
unknown,error,internal,lac,professional,a,F,1725
large,error,partner,na,healthcare,i,F,1726
large,misuse,partner,na,realestate,a,F,1727
unknown,hacking,partner,apac,mining,i,F,1728
small,malware,partner,apac,mining,c,F,1729
large,error,partner,apac,management,c,F,1730
small,malware,external,apac,public,a,F,1731
unknown,misuse,internal,na,healthcare,c,T,1732
large,misuse,internal,na,accommodation,i,T,1733
large,hacking,internal,na,administrative,c,F,1734
unknown,malware,external,na,trade,i,F,1735
small,error,internal,na,professional,c,T,1736
large,malware,internal,emea,construction,c,F,1737
small,hacking,external,na,trade,c,T,1738
large,misuse,partner,na,healthcare,c,T,1739
small,social,external,na,otherservices,i,T,1740
large,unknown,external,na,finance,i,T,1741
large,misuse,external,na,construction,i,F,1742
unknown,misuse,external,emea,entertainment,c,F,1743
small,hacking,external,na,healthcare,c,T,1744
unknown,malware,external,emea,unknown,i,T,1745
large,malware,external,apac,agriculture,a,F,1746
small,error,internal,emea,finance,c,T,1747
large,social,internal,emea,retail,i,F,1748
small,malware,external,emea,management,c,F,1749
unknown,misuse,internal,na,healthcare,c,T,1750
unknown,misuse,internal,apac,public,c,T,1751
small,misuse,partner,apac,utilities,c,F,1752
unknown,misuse,partner,lac,information,i,F,1753
large,social,external,na,accommodation,a,F,1754
small,error,internal,emea,information,c,T,1755
unknown,malware,external,lac,manufacturing,i,F,1756
small,hacking,external,na,information,i,T,1757
unknown,social,internal,na,accommodation,i,F,1758
small,hacking,partner,apac,transportation,c,F,1759
large,hacking,external,na,retail,i,F,1760
large,hacking,external,na,transportation,c,T,1761
large,malware,external,na,realestate,a,F,1762
unknown,hacking,partner,apac,transportation,i,F,1763
small,hacking,internal,na,management,a,F,1764
unknown,misuse,external,lac,retail,c,F,1765
unknown,error,external,emea,agriculture,i,F,1766
large,error,internal,na,information,c,T,1767
unknown,misuse,partner,lac,construction,a,F,1768
small,hacking,external,global,healthcare,c,T,1769
small,social,external,apac,educational,i,T,1770
small,malware,external,lac,mining,i,F,1771
small,unknown,external,na,finance,c,T,1772
large,error,partner,lac,otherservices,c,F,1773
small,social,internal,emea,retail,a,F,1774
unknown,misuse,internal,emea,otherservices,c,T,1775
small,malware,internal,emea,construction,i,F,1776
small,hacking,external,emea,public,c,F,1777
large,unknown,external,emea,public,c,T,1778
large,misuse,internal,emea,mining,i,F,1779
unknown,error,internal,emea,healthcare,c,T,1780
large,hacking,external,emea,public,c,T,1781
large,unknown,external,na,finance,c,T,1782
large,error,internal,na,public,c,T,1783
large,malware,external,lac,public,a,F,1784
unknown,error,internal,apac,transportation,i,F,1785
large,error,partner,emea,retail,i,F,1786
small,social,partner,na,retail,i,F,1787
unknown,misuse,external,apac,mining,a,F,1788
small,error,external,apac,trade,c,F,1789
large,misuse,internal,na,trade,c,T,1790
small,misuse,partner,emea,management,a,F,1791
small,misuse,internal,na,healthcare,c,T,1792
small,error,internal,emea,professional,c,T,1793
unknown,hacking,external,apac,retail,c,F,1794
small,social,external,na,finance,i,T,1795
small,error,partner,emea,public,c,T,1796
small,malware,external,na,trade,i,T,1797
small,hacking,internal,emea,transportation,c,F,1798
large,malware,external,apac,construction,i,F,1799
small,error,internal,na,public,c,T,1800
small,misuse,external,na,transportation,c,F,1801
unknown,hacking,external,na,public,c,T,1802
small,error,internal,emea,healthcare,c,T,1803
small,hacking,external,na,healthcare,c,T,1804
unknown,malware,partner,emea,otherservices,a,F,1805
small,unknown,external,na,public,c,T,1806
large,error,partner,apac,administrative,c,F,1807
unknown,malware,internal,lac,otherservices,c,F,1808
unknown,error,internal,na,professional,c,T,1809
small,error,external,na,educational,i,F,1810
small,social,external,emea,healthcare,i,F,1811
large,error,partner,na,information,a,F,1812
unknown,misuse,internal,na,public,c,T,1813
unknown,hacking,partner,na,professional,c,F,1814
unknown,misuse,internal,na,healthcare,c,T,1815
large,misuse,internal,na,healthcare,c,T,1816
small,misuse,internal,na,healthcare,c,T,1817
small,misuse,internal,lac,healthcare,i,T,1818
large,error,partner,apac,accommodation,i,F,1819
large,malware,external,na,accommodation,i,T,1820
unknown,unknown,external,emea,healthcare,c,T,1821
large,error,internal,na,professional,a,F,1822
unknown,social,external,na,agriculture,a,F,1823
small,unknown,internal,global,healthcare,i,T,1824
unknown,misuse,internal,na,realestate,i,F,1825
large,misuse,internal,emea,finance,c,T,1826
large,misuse,internal,na,healthcare,c,T,1827
small,malware,external,na,transportation,i,T,1828
large,misuse,internal,na,finance,i,T,1829
large,error,internal,na,public,c,T,1830
unknown,malware,external,lac,construction,a,F,1831
small,malware,external,na,information,i,T,1832
unknown,misuse,internal,na,healthcare,c,T,1833
small,hacking,external,na,manufacturing,c,F,1834
unknown,unknown,internal,apac,public,c,T,1835
small,unknown,external,na,educational,c,T,1836
large,unknown,external,na,finance,i,T,1837
large,misuse,internal,apac,transportation,c,T,1838
small,error,internal,na,realestate,c,F,1839
large,hacking,external,na,professional,c,T,1840
small,error,internal,na,otherservices,c,T,1841
large,misuse,internal,na,otherservices,c,T,1842
large,misuse,partner,na,healthcare,c,T,1843
unknown,malware,partner,emea,public,a,F,1844
large,misuse,internal,na,retail,i,T,1845
unknown,misuse,internal,na,public,c,T,1846
small,error,internal,apac,healthcare,c,T,1847
unknown,social,partner,lac,utilities,a,F,1848
small,unknown,external,na,finance,i,T,1849
unknown,social,internal,apac,public,c,F,1850
large,error,internal,na,public,c,T,1851
unknown,malware,internal,emea,transportation,c,F,1852
small,error,internal,na,information,c,T,1853
small,unknown,external,na,healthcare,c,T,1854
small,hacking,external,na,retail,c,T,1855
unknown,malware,external,lac,accommodation,i,F,1856
large,malware,external,apac,administrative,i,T,1857
small,unknown,external,na,finance,c,T,1858
large,malware,partner,lac,entertainment,i,F,1859
large,social,external,na,information,c,F,1860
large,hacking,partner,apac,professional,i,F,1861
unknown,error,internal,emea,educational,c,T,1862
small,hacking,external,na,educational,c,F,1863
unknown,social,external,na,public,i,T,1864
large,malware,partner,lac,agriculture,c,F,1865
large,error,internal,na,information,c,T,1866
small,hacking,external,na,information,c,T,1867
small,error,external,lac,utilities,i,F,1868
small,social,external,na,healthcare,a,F,1869
large,unknown,external,na,finance,i,T,1870
large,error,partner,na,healthcare,c,T,1871
large,unknown,external,emea,public,c,T,1872
small,unknown,external,na,retail,c,T,1873
large,misuse,internal,emea,management,c,F,1874
large,hacking,internal,na,utilities,a,F,1875
small,unknown,external,na,retail,i,T,1876
small,social,external,emea,utilities,c,F,1877
small,hacking,external,na,accommodation,c,T,1878
large,error,internal,emea,public,c,T,1879
small,misuse,partner,lac,administrative,c,F,1880
large,hacking,external,na,information,c,T,1881
large,unknown,external,na,public,c,T,1882
small,malware,partner,lac,educational,c,F,1883
small,malware,external,apac,otherservices,i,T,1884
large,social,external,na,healthcare,i,T,1885
large,error,partner,na,trade,a,F,1886
small,error,internal,na,otherservices,c,T,1887
small,social,internal,lac,educational,a,F,1888
small,misuse,internal,na,healthcare,i,T,1889
large,error,internal,na,information,c,T,1890
small,misuse,internal,apac,healthcare,i,T,1891
unknown,hacking,internal,lac,healthcare,a,F,1892
small,malware,internal,apac,information,i,F,1893
small,malware,internal,na,accommodation,i,F,1894
unknown,misuse,internal,na,healthcare,c,T,1895
large,misuse,internal,na,utilities,i,T,1896
large,misuse,partner,na,retail,c,T,1897
large,error,internal,na,information,c,T,1898
large,unknown,external,lac,finance,i,T,1899
large,social,partner,apac,public,c,F,1900
large,misuse,partner,apac,mining,i,F,1901
unknown,error,internal,apac,information,c,T,1902
small,misuse,internal,apac,management,c,F,1903
small,error,internal,na,educational,c,T,1904
small,hacking,external,emea,information,c,T,1905
large,error,partner,apac,construction,c,F,1906
small,malware,partner,emea,retail,a,F,1907
large,error,internal,apac,public,c,T,1908
unknown,social,internal,na,information,a,F,1909
unknown,error,internal,emea,public,c,T,1910
small,error,internal,na,finance,c,T,1911
small,malware,external,na,professional,i,T,1912
unknown,hacking,external,na,professional,c,T,1913
unknown,error,external,lac,mining,c,F,1914
small,hacking,external,apac,retail,c,T,1915
large,unknown,external,global,finance,c,T,1916
large,social,external,na,educational,i,T,1917
small,misuse,partner,apac,healthcare,c,F,1918
small,hacking,external,apac,administrative,c,T,1919
unknown,error,internal,na,healthcare,c,T,1920
large,social,partner,apac,public,a,F,1921
large,unknown,external,apac,finance,c,T,1922
unknown,hacking,external,emea,public,c,T,1923
large,hacking,external,na,manufacturing,c,T,1924
small,error,internal,na,healthcare,c,T,1925
large,error,internal,lac,public,c,F,1926
large,malware,external,na,educational,i,T,1927
small,misuse,internal,na,healthcare,i,T,1928
large,misuse,partner,na,accommodation,i,F,1929
unknown,error,external,emea,construction,i,F,1930
unknown,error,internal,emea,professional,c,T,1931
small,misuse,internal,apac,manufacturing,c,F,1932
large,unknown,external,na,finance,i,T,1933
large,misuse,internal,na,healthcare,i,T,1934
small,malware,external,na,healthcare,i,T,1935
large,malware,external,na,finance,a,F,1936
small,social,external,lac,management,i,F,1937
unknown,error,internal,na,healthcare,c,T,1938
small,hacking,external,na,healthcare,i,T,1939
small,hacking,external,na,utilities,a,F,1940
unknown,misuse,internal,na,information,c,F,1941
large,malware,partner,lac,entertainment,c,F,1942
unknown,misuse,internal,na,healthcare,c,T,1943
small,misuse,internal,na,manufacturing,c,T,1944
unknown,error,internal,apac,retail,c,F,1945
large,error,internal,na,public,c,T,1946
small,malware,external,na,healthcare,i,T,1947
small,hacking,external,na,healthcare,c,T,1948
small,social,external,na,retail,i,T,1949
unknown,misuse,internal,na,healthcare,c,T,1950
small,error,external,lac,agriculture,a,F,1951
unknown,error,internal,apac,information,c,T,1952
large,hacking,external,emea,educational,c,T,1953
large,social,external,na,healthcare,i,T,1954
large,malware,external,na,administrative,i,T,1955
large,malware,internal,lac,finance,a,F,1956
small,error,internal,na,public,c,T,1957
unknown,hacking,internal,apac,public,i,F,1958
large,malware,external,emea,educational,i,F,1959
small,unknown,external,na,finance,i,T,1960
small,hacking,external,apac,otherservices,c,F,1961
unknown,social,external,na,administrative,i,F,1962
large,error,external,emea,information,c,T,1963
small,misuse,internal,apac,professional,i,T,1964
small,unknown,external,na,retail,i,T,1965
unknown,malware,external,lac,retail,c,F,1966
small,hacking,external,na,information,c,T,1967
large,misuse,internal,emea,accommodation,i,F,1968
small,malware,external,lac,realestate,i,F,1969
large,error,external,lac,retail,c,F,1970
small,error,internal,emea,information,c,T,1971
unknown,social,internal,apac,otherservices,a,F,1972
small,malware,external,na,educational,i,T,1973
unknown,misuse,external,emea,construction,i,F,1974
large,error,internal,apac,manufacturing,c,T,1975
large,misuse,internal,na,public,c,T,1976
large,misuse,internal,na,accommodation,c,T,1977
small,error,internal,na,information,c,T,1978
large,misuse,partner,lac,administrative,a,F,1979
large,malware,internal,emea,management,c,F,1980
large,hacking,partner,na,educational,a,F,1981
small,hacking,external,na,entertainment,c,T,1982
small,hacking,external,na,healthcare,c,T,1983
large,misuse,internal,na,healthcare,c,T,1984
unknown,misuse,internal,na,healthcare,c,T,1985
small,social,partner,apac,management,c,F,1986
unknown,unknown,external,na,healthcare,c,T,1987
unknown,error,internal,emea,public,c,T,1988
large,misuse,internal,apac,public,c,T,1989
large,error,partner,emea,information,c,T,1990
small,unknown,external,na,retail,i,T,1991
large,misuse,partner,apac,management,c,F,1992
unknown,misuse,internal,na,healthcare,c,T,1993
small,unknown,external,na,finance,i,T,1994
unknown,social,internal,emea,information,i,F,1995
large,misuse,external,na,mining,a,F,1996
unknown,misuse,partner,na,information,c,F,1997
unknown,error,external,emea,professional,i,F,1998
large,unknown,external,na,retail,i,T,1999
small,misuse,internal,emea,accommodation,c,T,2000
small,hacking,partner,apac,professional,i,F,2001
large,error,internal,na,information,c,T,2002
small,error,internal,na,professional,c,T,2003
small,error,external,na,accommodation,c,F,2004
unknown,error,internal,na,public,c,T,2005
unknown,error,internal,na,otherservices,c,T,2006
large,malware,internal,emea,accommodation,a,F,2007
large,social,external,na,manufacturing,i,T,2008
unknown,error,internal,emea,public,c,T,2009
unknown,misuse,internal,emea,agriculture,i,F,2010
unknown,error,internal,na,healthcare,c,T,2011
small,malware,external,na,otherservices,i,T,2012
large,error,internal,emea,public,c,T,2013
unknown,misuse,external,emea,otherservices,c,F,2014
large,social,external,apac,entertainment,c,F,2015
unknown,error,internal,emea,public,c,T,2016
small,error,internal,na,educational,c,T,2017
large,social,external,apac,management,c,F,2018
large,error,internal,emea,public,c,T,2019
unknown,misuse,internal,na,educational,i,T,2020
unknown,social,internal,emea,otherservices,i,F,2021
small,social,external,na,utilities,i,F,2022
large,error,internal,na,information,c,T,2023
large,misuse,internal,na,public,c,T,2024
large,error,internal,na,healthcare,c,T,2025
large,misuse,internal,na,transportation,i,F,2026
large,hacking,external,apac,finance,c,T,2027
unknown,hacking,internal,lac,utilities,a,F,2028
small,malware,external,na,professional,i,T,2029
large,malware,partner,apac,finance,a,F,2030
large,error,internal,apac,entertainment,a,F,2031
large,hacking,external,apac,manufacturing,c,T,2032
small,social,external,lac,entertainment,i,F,2033
large,hacking,external,na,healthcare,c,T,2034
