orgSize,action,actor,region,industry,attribute,incident
large,social,partner,lac,miningandutilities,i,F
large,misuse,internal,lac,miningandutilities,a,F
large,malware,external,emea,otherservices,i,F
small,malware,partner,apac,professional,c,F
small,error,external,emea,agriculture,i,F
small,social,internal,lac,retail,a,F
small,error,internal,apac,agriculture,c,F
large,malware,internal,lac,miningandutilities,i,F
small,misuse,internal,lac,realestate,a,F
small,hacking,external,emea,management,i,F
large,malware,internal,emea,miningandutilities,i,F
large,misuse,internal,lac,miningandutilities,c,F
large,hacking,partner,lac,education,c,F
small,misuse,external,na,administrative,a,F
small,social,internal,na,accommodation,c,F
small,hacking,internal,na,information,c,F
large,malware,partner,apac,administrative,a,F
small,error,internal,lac,retail,c,F
large,misuse,internal,apac,realestate,a,F
small,error,external,lac,utilities,a,F
small,error,partner,na,miningandutilities,i,F
small,malware,partner,apac,administrative,i,F
large,social,internal,emea,publicadministration,a,F
small,social,partner,apac,professional,a,F
large,misuse,internal,na,construction,a,F
large,malware,external,na,realestate,i,F
small,social,external,na,management,i,F
small,misuse,external,na,finance,c,F
small,misuse,internal,lac,finance,c,F
large,hacking,partner,emea,otherservices,a,F
small,social,partner,lac,transportation,c,F
small,social,internal,emea,manufacturing,i,F
large,misuse,partner,na,professional,a,F
small,social,internal,lac,finance,a,F
large,misuse,internal,lac,realestate,i,F
small,social,external,na,construction,i,F
small,hacking,internal,lac,publicadministration,a,F
small,misuse,partner,lac,retail,c,F
large,malware,partner,emea,miningandutilities,a,F
small,malware,partner,lac,transportation,c,F
small,malware,partner,apac,trade,i,F
large,malware,external,na,construction,a,F
large,social,partner,lac,accommodation,c,F
large,misuse,internal,emea,miningandutilities,i,F
small,malware,internal,na,construction,i,F
large,hacking,partner,na,finance,c,F
large,hacking,partner,apac,accommodation,i,F
small,error,partner,lac,publicadministration,c,F
large,social,external,lac,transportation,i,F
small,misuse,external,apac,utilities,c,F
small,social,internal,na,retail,a,F
small,misuse,external,lac,entertainment,c,F
small,hacking,partner,apac,agriculture,a,F
small,social,partner,na,management,a,F
large,social,partner,lac,finance,a,F
small,hacking,partner,emea,agriculture,c,F
small,error,partner,na,transportation,c,F
large,hacking,external,lac,trade,a,F
small,malware,internal,emea,transportation,c,F
small,error,external,na,education,a,F
large,malware,partner,emea,transportation,a,F
small,malware,internal,lac,finance,c,F
large,malware,external,lac,finance,a,F
small,misuse,internal,emea,management,i,F
large,misuse,external,emea,finance,c,F
large,social,partner,lac,administrative,a,F
small,misuse,partner,lac,accommodation,a,F
small,malware,external,emea,otherservices,a,F
small,social,external,na,entertainment,i,F
small,misuse,partner,emea,miningandutilities,c,F
small,social,internal,lac,entertainment,c,F
large,social,partner,emea,trade,a,F
large,malware,external,na,education,c,F
small,social,internal,na,administrative,i,F
small,social,external,apac,construction,i,F
small,malware,external,apac,realestate,i,F
large,social,external,na,miningandutilities,c,F
large,misuse,internal,emea,retail,c,F
small,social,internal,lac,professional,a,F
large,error,partner,na,trade,a,F
large,malware,internal,na,transportation,c,F
large,misuse,internal,apac,information,c,F
small,social,internal,emea,publicadministration,a,F
small,error,external,apac,miningandutilities,a,F
small,hacking,internal,emea,healthcare,i,F
small,hacking,partner,lac,trade,i,F
small,misuse,partner,lac,retail,a,F
small,social,external,na,healthcare,c,F
large,hacking,partner,apac,utilities,c,F
small,social,partner,apac,otherservices,a,F
large,misuse,internal,na,trade,i,F
large,error,external,apac,otherservices,c,F
small,malware,internal,lac,accommodation,i,F
small,misuse,internal,emea,agriculture,c,F
large,error,internal,apac,finance,i,F
large,error,partner,apac,information,i,F
small,hacking,external,apac,realestate,i,F
large,error,internal,na,agriculture,i,F
small,social,external,na,trade,i,F
small,hacking,internal,na,retail,a,F
large,error,partner,apac,publicadministration,i,F
large,social,partner,lac,healthcare,c,F
large,malware,internal,na,entertainment,c,F
large,hacking,internal,lac,agriculture,i,F
large,misuse,internal,apac,professional,i,F
small,misuse,external,emea,utilities,c,F
small,social,internal,apac,retail,a,F
large,misuse,partner,apac,accommodation,a,F
large,misuse,external,emea,healthcare,i,F
large,hacking,external,lac,healthcare,a,F
small,hacking,external,apac,miningandutilities,c,F
small,social,partner,na,manufacturing,a,F
small,error,internal,na,healthcare,i,F
small,misuse,external,lac,trade,i,F
small,malware,external,lac,trade,c,F
small,social,partner,na,transportation,a,F
large,error,external,na,manufacturing,i,F
large,malware,external,emea,publicadministration,a,F
large,error,external,lac,entertainment,c,F
small,hacking,external,na,retail,a,F
large,malware,partner,emea,retail,c,F
small,malware,internal,lac,information,a,F
small,hacking,external,lac,professional,a,F
small,malware,partner,na,professional,i,F
large,error,internal,apac,education,c,F
small,error,external,lac,management,a,F
small,misuse,partner,na,publicadministration,c,F
small,misuse,internal,emea,information,c,F
small,hacking,partner,apac,healthcare,c,F
large,malware,external,na,publicadministration,a,F
small,misuse,external,apac,entertainment,a,F
small,hacking,external,emea,entertainment,c,F
large,social,internal,apac,realestate,c,F
small,misuse,partner,emea,realestate,i,F
large,error,internal,apac,management,i,F
small,malware,internal,apac,professional,a,F
small,error,partner,emea,management,i,F
large,social,internal,na,information,i,F
large,hacking,internal,lac,construction,a,F
small,misuse,internal,emea,education,i,F
small,malware,partner,apac,otherservices,c,F
large,misuse,external,apac,management,a,F
small,hacking,partner,na,information,i,F
small,hacking,internal,apac,management,c,F
large,misuse,internal,apac,professional,c,F
large,social,partner,na,information,a,F
small,hacking,internal,na,miningandutilities,c,F
large,hacking,partner,apac,entertainment,i,F
large,social,external,emea,otherservices,c,F
large,malware,internal,na,healthcare,c,F
large,error,internal,lac,professional,i,F
small,misuse,internal,emea,information,a,F
large,error,partner,apac,miningandutilities,i,F
small,social,external,na,publicadministration,a,F
small,malware,internal,na,finance,i,F
small,misuse,partner,na,management,c,F
large,misuse,internal,na,agriculture,i,F
large,error,external,na,accommodation,a,F
large,malware,partner,emea,miningandutilities,c,F
large,misuse,external,lac,finance,i,F
large,social,partner,apac,management,i,F
large,malware,internal,lac,manufacturing,i,F
small,error,partner,na,agriculture,i,F
small,hacking,internal,emea,transportation,a,F
small,error,partner,na,information,a,F
small,social,external,emea,construction,a,F
large,social,external,emea,retail,i,F
small,hacking,internal,emea,realestate,c,F
small,social,internal,emea,professional,a,F
small,error,partner,apac,realestate,c,F
small,misuse,external,apac,accommodation,i,F
small,social,external,na,finance,i,F
large,malware,internal,lac,administrative,i,F
small,hacking,external,emea,healthcare,c,F
small,malware,partner,emea,publicadministration,a,F
small,misuse,internal,apac,utilities,c,F
large,misuse,external,apac,management,c,F
small,error,internal,na,management,c,F
large,social,partner,emea,trade,c,F
small,hacking,internal,emea,education,a,F
large,error,internal,apac,miningandutilities,a,F
small,social,internal,na,miningandutilities,a,F
small,social,external,apac,healthcare,i,F
small,hacking,external,na,utilities,c,F
large,error,internal,na,transportation,a,F
small,error,internal,lac,retail,i,F
large,misuse,internal,emea,retail,a,F
small,hacking,partner,apac,trade,c,F
small,misuse,partner,emea,miningandutilities,a,F
large,misuse,partner,lac,professional,a,F
small,social,partner,apac,administrative,a,F
large,error,external,na,otherservices,i,F
large,misuse,external,lac,administrative,c,F
small,misuse,internal,lac,accommodation,i,F
small,error,internal,lac,education,c,F
large,misuse,external,emea,realestate,c,F
large,malware,external,apac,retail,c,F
small,misuse,partner,lac,professional,a,F
large,malware,external,apac,trade,i,F
large,social,internal,emea,utilities,i,F
large,hacking,external,na,administrative,i,F
small,hacking,partner,emea,entertainment,a,F
large,misuse,external,na,construction,i,F
large,error,external,na,utilities,a,F
small,misuse,external,emea,manufacturing,c,F
large,malware,internal,na,education,a,F
small,social,internal,emea,management,c,F
small,malware,partner,lac,professional,i,F
large,misuse,external,lac,information,a,F
large,hacking,partner,na,realestate,i,F
small,malware,partner,emea,utilities,a,F
large,social,partner,na,education,c,F
large,hacking,external,apac,miningandutilities,a,F
small,malware,internal,lac,healthcare,a,F
large,misuse,internal,lac,manufacturing,a,F
large,hacking,external,lac,transportation,a,F
small,social,external,lac,retail,i,F
large,malware,partner,emea,healthcare,i,F
large,malware,partner,lac,agriculture,c,F
large,malware,external,emea,realestate,a,F
small,misuse,internal,lac,utilities,i,F
small,misuse,internal,na,accommodation,c,F
large,hacking,external,emea,manufacturing,a,F
small,misuse,external,emea,management,c,F
small,hacking,partner,lac,miningandutilities,c,F
small,hacking,partner,na,miningandutilities,c,F
large,misuse,external,apac,education,c,F
small,malware,external,apac,administrative,c,F
large,malware,external,emea,entertainment,a,F
large,misuse,internal,apac,management,c,F
large,malware,partner,emea,finance,i,F
large,hacking,external,apac,trade,c,F
large,hacking,internal,emea,finance,a,F
large,social,internal,apac,management,a,F
large,misuse,partner,apac,retail,i,F
small,social,internal,na,professional,a,F
small,social,partner,lac,retail,c,F
small,error,external,apac,finance,i,F
large,hacking,partner,lac,administrative,c,F
large,misuse,partner,emea,realestate,a,F
small,malware,internal,na,professional,i,F
large,misuse,internal,lac,healthcare,i,F
large,hacking,external,emea,healthcare,i,F
large,misuse,partner,na,transportation,i,F
large,social,partner,na,manufacturing,i,F
small,social,partner,apac,utilities,c,F
small,hacking,internal,na,utilities,i,F
small,error,internal,lac,transportation,a,F
large,error,internal,emea,publicadministration,c,F
small,error,external,apac,utilities,a,F
small,hacking,partner,apac,construction,a,F
small,malware,internal,lac,retail,a,F
large,misuse,partner,lac,accommodation,i,F
small,malware,external,apac,manufacturing,c,F
small,misuse,external,emea,publicadministration,i,F
large,social,external,apac,education,i,F
large,error,external,na,information,c,F
large,misuse,partner,lac,retail,i,F
small,hacking,partner,na,publicadministration,c,F
large,error,partner,lac,transportation,a,F
large,social,internal,na,information,a,F
large,social,internal,emea,manufacturing,a,F
small,misuse,external,na,professional,i,F
large,social,partner,emea,miningandutilities,c,F
large,misuse,internal,emea,professional,a,F
large,hacking,partner,lac,entertainment,a,F
small,misuse,external,lac,finance,a,F
large,social,internal,na,entertainment,c,F
small,malware,external,emea,information,i,F
small,misuse,partner,na,otherservices,i,F
large,misuse,external,emea,realestate,a,F
large,error,partner,apac,otherservices,i,F
large,malware,partner,apac,retail,a,F
large,error,partner,na,utilities,c,F
large,hacking,external,apac,otherservices,i,F
large,hacking,external,lac,finance,i,F
small,misuse,internal,apac,manufacturing,i,F
large,misuse,external,emea,construction,c,F
small,hacking,partner,emea,construction,c,F
small,misuse,internal,apac,finance,a,F
small,social,internal,apac,trade,i,F
large,malware,partner,apac,administrative,i,F
large,misuse,external,emea,professional,i,F
small,malware,internal,na,accommodation,i,F
large,hacking,external,lac,accommodation,i,F
large,misuse,internal,lac,transportation,a,F
small,malware,external,emea,construction,i,F
small,error,external,emea,administrative,c,F
large,malware,internal,na,accommodation,c,F
large,error,partner,na,administrative,i,F
small,malware,partner,na,administrative,a,F
small,error,partner,emea,retail,c,F
small,hacking,external,na,professional,a,F
large,malware,internal,lac,administrative,c,F
large,social,partner,apac,education,c,F
small,hacking,external,apac,retail,i,F
large,misuse,partner,emea,accommodation,c,F
small,error,partner,na,information,c,F
small,misuse,external,na,otherservices,c,F
large,social,partner,apac,education,i,F
small,malware,external,apac,realestate,c,F
small,social,external,lac,entertainment,i,F
small,error,external,lac,finance,i,F
large,hacking,external,apac,education,i,F
large,malware,external,apac,otherservices,c,F
large,error,partner,apac,manufacturing,i,F
small,hacking,external,apac,management,i,F
large,social,external,apac,transportation,a,F
small,social,external,na,information,c,F
large,malware,partner,lac,professional,a,F
large,hacking,partner,emea,finance,c,F
large,misuse,external,na,entertainment,c,F
large,misuse,partner,emea,transportation,c,F
large,hacking,internal,na,otherservices,c,F
large,misuse,internal,lac,entertainment,c,F
large,hacking,external,apac,manufacturing,c,F
small,hacking,internal,lac,administrative,a,F
small,error,external,na,realestate,i,F
small,misuse,partner,apac,realestate,c,F
large,hacking,internal,emea,agriculture,c,F
small,error,external,na,agriculture,a,F
large,social,internal,lac,utilities,a,F
small,error,external,lac,information,a,F
small,misuse,internal,lac,realestate,c,F
large,social,internal,emea,education,a,F
large,error,partner,na,healthcare,c,F
small,hacking,internal,na,construction,a,F
small,hacking,partner,emea,management,a,F
large,malware,partner,lac,management,a,F
large,misuse,partner,apac,administrative,i,F
small,hacking,external,na,accommodation,i,F
small,malware,external,lac,management,i,F
large,error,partner,emea,manufacturing,i,F
small,hacking,internal,apac,realestate,c,F
large,misuse,external,emea,manufacturing,i,F
large,misuse,external,emea,realestate,i,F
small,error,internal,na,transportation,a,F
large,hacking,partner,apac,professional,i,F
small,misuse,partner,emea,miningandutilities,i,F
small,hacking,external,apac,information,i,F
large,error,partner,emea,finance,a,F
small,error,internal,na,realestate,i,F
small,misuse,partner,na,accommodation,a,F
large,hacking,partner,na,education,i,F
small,social,external,apac,administrative,c,F
large,misuse,external,na,administrative,i,F
small,social,partner,apac,education,i,F
large,malware,internal,apac,utilities,c,F
small,malware,external,lac,realestate,a,F
large,error,partner,na,professional,i,F
small,hacking,internal,lac,trade,i,F
large,social,internal,na,finance,i,F
large,malware,internal,emea,agriculture,a,F
large,misuse,partner,emea,trade,i,F
small,social,internal,emea,otherservices,c,F
small,social,partner,emea,otherservices,a,F
small,hacking,external,emea,professional,a,F
small,malware,internal,emea,professional,i,F
large,social,partner,emea,construction,c,F
small,misuse,internal,apac,accommodation,c,F
large,malware,internal,lac,professional,a,F
small,hacking,internal,lac,education,i,F
small,malware,external,lac,publicadministration,i,F
large,hacking,internal,lac,otherservices,a,F
large,social,partner,lac,retail,c,F
large,malware,partner,na,trade,a,F
small,malware,external,na,administrative,c,F
large,hacking,internal,lac,professional,i,F
small,malware,internal,emea,publicadministration,i,F
large,error,partner,lac,otherservices,i,F
large,hacking,external,apac,information,c,F
large,social,partner,lac,transportation,c,F
small,social,partner,na,entertainment,a,F
small,social,internal,na,entertainment,a,F
small,hacking,external,lac,management,i,F
large,hacking,internal,apac,education,a,F
small,hacking,partner,lac,administrative,i,F
small,social,external,lac,finance,a,F
large,error,external,na,professional,a,F
large,misuse,partner,emea,miningandutilities,c,F
small,misuse,partner,na,entertainment,a,F
large,social,partner,apac,miningandutilities,c,F
large,malware,partner,lac,publicadministration,i,F
large,hacking,partner,lac,manufacturing,c,F
small,misuse,external,na,retail,c,F
small,hacking,internal,emea,management,i,F
small,misuse,partner,emea,utilities,i,F
large,error,internal,apac,miningandutilities,i,F
small,hacking,partner,na,administrative,c,F
small,error,partner,lac,entertainment,i,F
small,malware,partner,apac,accommodation,a,F
large,hacking,external,na,management,i,F
small,social,internal,na,manufacturing,c,F
large,misuse,external,na,agriculture,a,F
large,social,external,na,professional,c,F
large,social,internal,apac,manufacturing,c,F
large,malware,external,na,accommodation,a,F
small,malware,external,emea,miningandutilities,i,F
large,misuse,external,lac,trade,i,F
large,error,external,na,accommodation,c,F
large,hacking,partner,apac,administrative,c,F
small,malware,external,na,finance,i,F
large,social,partner,apac,utilities,a,F
small,misuse,external,lac,otherservices,c,F
large,hacking,internal,emea,transportation,i,F
large,misuse,external,lac,retail,i,F
small,misuse,partner,apac,realestate,a,F
small,hacking,external,emea,accommodation,a,F
small,social,partner,lac,construction,i,F
small,misuse,partner,emea,healthcare,i,F
small,social,internal,lac,management,c,F
small,hacking,partner,apac,miningandutilities,c,F
small,misuse,partner,na,education,a,F
small,social,internal,emea,education,a,F
small,error,partner,emea,agriculture,c,F
small,misuse,external,na,entertainment,a,F
small,error,internal,apac,publicadministration,i,F
small,error,external,apac,management,c,F
small,hacking,external,apac,professional,a,F
large,error,partner,apac,retail,i,F
large,social,internal,apac,education,i,F
small,social,external,na,manufacturing,c,F
small,malware,internal,na,trade,c,F
small,social,partner,lac,information,i,F
small,hacking,external,apac,agriculture,a,F
small,social,partner,apac,construction,i,F
